RID,Education_Level,Institution_Type,Attack_Date,Sex,Age,Device,IT_Student,Location,Internet_Type,Network_Type,Attack_Found,Url,label
10.42.0.211-77.234.41.79-45071-443-6,University,Private,6/15/2021,Male,23,Computer,Yes,Town,Wifi,4G,1,https://threatconnect.com/blog/building-out-protonmail-spoofed-infrastructure/,1
209.85.232.188-10.42.0.151-5228-58243-6,University,Private,6/18/2021,Female,23,Tab,Yes,Rural,Wifi,2G,1,http://blogs.360.cn/post/APT-C-34_Golden_Falcon.html,1
10.42.0.211-114.134.80.163-40774-80-6,School,Private,6/19/2021,Female,11,Mobile,No,Town,Mobile Data,3G,1,https://www.newsweek.com/russian-military-intelligence-hackers-dnc-washington-1313036,1
140.205.230.8-10.42.0.42-80-44645-6,University,Private,6/20/2021,Female,23,Computer,No,Town,Wifi,4G,1,https://www.anomali.com/blog/suspected-north-korean-cyber-espionage-campaign-targets-multiple-foreign-ministries-and-think-tanks,1
172.217.10.65-10.42.0.211-443-46046-6,University,Private,6/21/2021,Male,23,Mobile,Yes,Town,Wifi,3G,1,https://www.theverge.com/2020/1/6/21051977/to-tok-app-google-play-store-uae-spying-privacy,1
180.149.138.210-10.42.0.151-80-46160-6,College,Private,6/22/2021,Male,18,Mobile,No,Town,Wifi,4G,0,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/8e97c389aaebc654c70ac30c4cce79a1/,0
172.217.12.168-10.42.0.211-443-53542-6,School,Public,6/25/2021,Male,18,Mobile,No,Town,Mobile Data,4G,1,https://apnews.com/74c8dd79f7ba4ee2b695ae0b17ee6d58,1
10.42.0.1-10.42.0.42-53-35239-17,University,Public,6/26/2021,Female,23,Mobile,No,Town,Mobile Data,4G,0,https://www.gov.uk/government/news/uk-condemns-russias-gru-over-georgia-cyber-attacks,0
209.10.120.26-10.42.0.211-80-43355-6,University,Public,6/27/2021,Male,27,Computer,Yes,Town,Wifi,4G,0,https://threatpost.com/nation-state-apts-target-u-s-utilities-with-dangerous-malware/146910/,0
10.42.0.42-119.146.74.34-52569-80-6,University,Private,6/28/2021,Male,23,Computer,Yes,Town,Wifi,3G,0,http://blogs.360.cn/post/APT-C-34_Golden_Falcon.html,0
10.42.0.211-104.192.110.245-53232-443-6,School,Private,6/29/2021,Male,11,Mobile,No,Town,Mobile Data,4G,1,https://www.reuters.com/article/us-china-cyber-norway-visma/china-hacked-norways-visma-to-steal-client-secrets-investigators-idUSKCN1PV141,1
172.217.6.227-10.42.0.211-443-45594-6,College,Public,07-02-21,Male,18,Mobile,Yes,Rural,Wifi,4G,0,https://www.cyberscoop.com/north-korea-hackers-kimsuky-microsoft-word-prevailion/,0
10.42.0.211-104.88.106.21-36787-80-6,University,Private,07-03-21,Male,27,Mobile,No,Town,Wifi,4G,1,https://www.cyberscoop.com/apt33-microsoft-iran-ics/,1
10.42.0.211-10.42.0.1-65029-53-17,University,Public,07-04-21,Male,23,Mobile,No,Rural,Mobile Data,4G,0,shylands.com/old_aol.1.3/?Login=&Lis=10&LigertID=1993745&us=1,0
180.149.153.234-10.42.0.211-80-38431-6,School,Private,07-05-21,Female,11,Mobile,No,Town,Mobile Data,4G,1,https://telecom.economictimes.indiatimes.com/news/china-hacked-indian-other-asian-telcos-to-spy-on-uighurs/71019842,1
10.42.0.42-23.194.140.226-54739-80-6,University,Public,07-06-21,Female,27,Mobile,No,Town,Wifi,4G,0,sepakbolaonline.com/wp-content/themes/redcarpet-3.0.6/sec/ibank.ib.nab.com.au/,0
10.42.0.211-10.42.0.1-25591-53-17,School,Public,07-09-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,https://www.cyberscoop.com/russian-apt-iot-device-security/,1
180.163.255.159-10.42.0.211-80-52591-6,University,Public,07-10-21,Female,23,Mobile,No,Town,Mobile Data,4G,1,inetserv.visa.com.ar.php53-23.ord1-1.websitetestlink.com/visa.php,1
222.73.28.96-10.42.0.151-80-55680-6,University,Private,07-11-21,Female,23,Tab,No,Town,Wifi,4G,0,https://www.nytimes.com/2018/10/23/us/politics/russian-hacking-usa-cyber-command.html,0
219.142.78.162-10.42.0.151-443-46188-6,College,Public,07-12-21,Female,23,Mobile,No,Rural,Mobile Data,3G,1,www.physics2u.org/templates/beez/css/a1/,1
220.243.219.55-10.42.0.211-80-54773-6,University,Public,7/13/2021,Male,23,Mobile,Yes,Rural,Mobile Data,3G,0,www.easymarketing.hu/wp-includes/images/paypal/paypal/us/error_login.html,0
10.42.0.151-10.42.0.1-59760-53-17,University,Public,7/16/2021,Male,23,Mobile,No,Rural,Mobile Data,4G,0,https://unit42.paloaltonetworks.com/rancor-cyber-espionage-group-uses-new-custom-malware-to-attack-southeast-asia/,0
216.58.217.163-10.42.0.211-443-32806-6,School,Public,7/17/2021,Male,11,Mobile,No,Town,Wifi,4G,1,pyuthansamachar.com/np/Paypal_Virefication/741f85e09681ab7d07cdbad92235ec1e/webscr.php,1
202.77.129.150-10.42.0.151-80-39358-6,College,Public,7/18/2021,Female,18,Mobile,No,Rural,Mobile Data,4G,1,https://www.ft.com/content/965ceffc-b8ea-11e9-8a88-aa6628ac896c,1
172.217.12.129-10.42.0.211-443-45900-6,School,Private,7/19/2021,Male,11,Mobile,No,Town,Mobile Data,3G,0,passivemobilemoneymachine.com/Paypal_Virefication/4d884989290116285908cd3a044421a6/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,0
10.42.0.211-10.42.0.1-52735-53-17,School,Private,7/20/2021,Male,9,Mobile,No,Town,Wifi,4G,1,http://fortune.com/2019/03/05/chinese-hackers-targeted-27-universities-to-steal-maritime-research-report-finds/,1
172.217.10.2-10.42.0.211-443-47218-6,School,Private,7/23/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://www.reuters.com/article/us-cyber-security-iran-trump-exclusive/exclusive-trump-campaign-targeted-by-iran-linked-hackers-sources-idUSKBN1WJ2B4,0
10.42.0.151-10.42.0.1-10322-53-17,School,Private,7/24/2021,Female,11,Mobile,No,Town,Mobile Data,4G,1,pichincha.polnet-computer.com/internexo.html/,1
172.217.7.227-10.42.0.42-443-57012-6,University,Private,7/25/2021,Male,23,Computer,No,Town,Wifi,4G,0,frankieandlola.com.au/plugins/xmlrpc/tesco.php,0
10.42.0.42-27.221.28.204-39672-80-6,University,Public,7/26/2021,Male,23,Mobile,No,Rural,Wifi,4G,1,hrpp.org.ws/form/TAMCOMEMAIL/,1
10.42.0.211-106.11.92.1-48378-443-6,School,Private,7/27/2021,Male,11,Mobile,No,Town,Mobile Data,3G,0,https://www.forbes.com/sites/zakdoffman/2019/08/08/iranian-hackers-suspected-of-cyberattacks-on-bahrain-sending-message-beyond-the-gulf-report/#55cc36a8324b,0
10.42.0.151-36.110.213.49-37843-80-6,School,Private,7/30/2021,Female,10,Mobile,No,Town,Mobile Data,3G,0,affiliatemoneymakingsoftware.com/uploads/Trulia/index.htm,0
222.73.28.96-10.42.0.211-80-40286-6,School,Private,7/31/2021,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://www.symantec.com/blogs/threat-intelligence/whitefly-espionage-singapore,0
203.205.158.63-10.42.0.151-80-56747-6,School,Private,08-01-21,Female,10,Mobile,No,Town,Mobile Data,3G,0,https://economictimes.indiatimes.com/tech/internet/isro-warned-of-a-possible-cyberattack-when-dtrack-came-calling/articleshow/71964232.cms,0
10.42.0.211-106.11.14.99-50673-443-6,University,Public,08-02-21,Female,23,Mobile,No,Town,Mobile Data,4G,0,steveathighlandscounty.com/upgrade/uploads/login/Trulia/index.htm,0
209.15.224.11-10.42.0.211-443-39078-6,University,Private,08-03-21,Male,23,Computer,No,Town,Wifi,4G,1,'beforenanny911.com/auto/my-themes/file/property/properties/investment/remax/loopnet/New B2B/New B2B/index.htm',1
172.217.10.10-10.42.0.42-443-58004-6,School,Private,08-06-21,Male,11,Mobile,No,Town,Mobile Data,4G,1,www.auraform.com.au/news/ramax/remax/index.htm,1
182.254.5.234-10.42.0.42-80-45290-6,University,Private,08-07-21,Female,23,Mobile,Yes,Rural,Mobile Data,3G,0,https://threatpost.com/gamaredon-apt-toolset-ukraine/152568/,0
10.42.0.211-54.192.38.236-54579-443-6,University,Private,08-08-21,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://www.reuters.com/article/us-indonesia-election/indonesia-says-cyber-attacks-wont-disrupt-elections-idUSKBN1QU135,0
216.58.219.196-10.42.0.211-443-60644-6,School,Private,08-09-21,Female,11,Mobile,Yes,Town,Mobile Data,4G,0,https://www.reuters.com/article/us-airbus-cyberattack-report/hackers-tried-to-steal-airbus-secrets-via-contractors-afp-idUSKBN1WB0U9,0
10.42.0.211-74.6.105.9-45678-443-6,School,Private,08-10-21,Male,9,Mobile,No,Town,Mobile Data,4G,1,https://research.checkpoint.com/2019/the-eye-on-the-nile/,1
10.42.0.151-52.88.110.117-47506-443-6,School,Private,8/13/2021,Male,11,Computer,No,Town,Wifi,4G,1,https://www.theguardian.com/australia-news/2019/feb/08/asio-australian-security-services-hack-data-breach-investigate-attempted-cyber-attack-parliament,1
172.217.10.46-10.42.0.151-443-49578-6,College,Public,8/14/2021,Male,18,Mobile,No,Town,Wifi,4G,1,'www.edyshsdf32.hut4.ru/Redirecionamento.html?#\%20\%280.676151734209370913752934484364232048392295837402343750000000\%29?0.15614.1.12923.1.06764',1
10.42.0.211-98.139.180.180-51618-443-6,School,Public,8/16/2021,Male,11,Mobile,No,Town,Wifi,4G,1,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/1589dc6db2de7c49f2000d6e0859b354/info.html,1
10.42.0.151-10.42.0.1-5310-53-17,School,Private,8/17/2021,Male,10,Mobile,No,Town,Wifi,4G,1,https://www.volexity.com/blog/2019/09/02/digital-crackdown-large-scale-surveillance-and-exploitation-of-uyghurs/,1
198.105.244.11-10.42.0.151-80-48969-6,University,Public,8/20/2021,Male,27,Mobile,No,Town,Wifi,4G,0,https://www.scmagazine.com/home/security-news/apts-cyberespionage/reputed-vietnamese-apt-group-hacks-bmw-hyundai-report/,0
10.42.0.151-10.42.0.1-5351-40157-17,School,Private,8/21/2021,Female,11,Mobile,No,Town,Mobile Data,3G,1,phdpu.edu.ua/public/Regions/?www.regions.com/personal.rf,1
10.42.0.211-10.42.0.1-42978-53-17,College,Private,8/23/2021,Female,18,Mobile,No,Rural,Wifi,4G,0,https://www.csoonline.com/article/3445230/china-supported-c919-airliner-development-through-cyberespionage.html,0
180.149.134.221-10.42.0.211-80-42281-6,University,Private,8/24/2021,Female,23,Mobile,No,Town,Mobile Data,4G,0,https://www.reuters.com/article/us-uzbekistan-cyber/uzbek-spies-attacked-dissidents-with-off-the-shelf-hacking-tools-idUSKBN1WI0YL,0
10.42.0.151-40.69.150.36-55177-443-6,University,Private,8/27/2021,Female,18,Mobile,Yes,Town,Mobile Data,3G,0,dazzletechnologies.com/images/worldwide/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal,0
10.42.0.211-111.202.114.77-56144-443-6,University,Public,8/28/2021,Female,23,Mobile,No,Town,Wifi,3G,1,johnmcnamee.co.uk/dhjhjshs/login.htm,1
10.42.0.211-63.250.200.101-47403-443-6,School,Public,8/29/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,thodamyngheninhbinh.com/images/index_ha_207_3.html,0
150.138.170.22-10.42.0.211-443-59653-6,University,Public,8/30/2021,Female,27,Mobile,No,Town,Wifi,4G,1,cursojoomla.cia10.com/media/sercurity/uptade/ereur3.htm,1
10.42.0.151-52.84.1.143-49721-443-6,School,Private,8/31/2021,Female,9,Mobile,No,Town,Mobile Data,4G,0,cursojoomla.cia10.com/123414445454,0
172.217.11.14-10.42.0.151-443-33549-6,School,Private,09-03-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,www.suryaphone.com/installan/login.jsp.htm,1
172.217.10.67-10.42.0.42-443-46346-6,School,Private,09-04-21,Male,11,Mobile,No,Town,Mobile Data,3G,0,teknocin.net//mobil/northrock.htm,0
184.169.166.225-10.42.0.211-443-58401-6,School,Private,09-05-21,Male,11,Mobile,No,Town,Mobile Data,4G,1,excellent-rp.pl/images/imperial/agfsghjs.php,1
172.217.9.227-10.42.0.151-443-56530-6,School,Private,09-06-21,Male,11,Mobile,No,Town,Mobile Data,4G,1,https://www.fireeye.com/blog/threat-research/2019/01/global-dns-hijacking-campaign-dns-record-manipulation-at-scale.html,1
10.42.0.211-10.42.0.1-26036-53-17,College,Public,09-07-21,Male,18,Mobile,No,Rural,Wifi,4G,0,https://www.microsoft.com/security/blog/2019/12/12/gallium-targeting-global-telecom/,0
172.217.6.225-10.42.0.211-443-54835-6,School,Private,09-10-21,Female,10,Mobile,No,Town,Wifi,4G,1,www.fcbrokers.com.au/paypai/update/your-account/paypai-login/service/Path=Ishcw32r4t86NZntgyR5359/,1
10.42.0.151-10.42.0.1-4267-53-17,School,Private,09-11-21,Male,11,Mobile,No,Town,Wifi,4G,0,https://www.welivesecurity.com/2019/09/24/no-summer-vacations-zebrocy/,0
10.42.0.211-10.42.0.1-48859-53-17,School,Private,09-12-21,Female,11,Mobile,No,Town,Mobile Data,3G,0,https://www.thedailybeast.com/the-dukes-russian-intels-cyber-unit-that-went-dark-after-dnc-hack-is-still-spying?ref=scroll,0
10.42.0.211-10.42.0.1-20673-53-17,University,Public,9/14/2021,Male,27,Mobile,No,Rural,Mobile Data,4G,1,https://www.bloomberg.com/news/articles/2018-11-29/germany-suspects-russia-linked-hackers-in-attacks-on-politicians,1
172.217.10.42-10.42.0.211-443-52822-6,University,Public,9/17/2021,Male,27,Mobile,Yes,Rural,Mobile Data,4G,1,www.capsoftnm.com/main/scap/d1e5500e9cc9019b59e33d222ac0a2ad/,1
10.42.0.211-31.13.80.52-57396-443-6,University,Private,9/18/2021,Male,23,Mobile,No,Town,Mobile Data,4G,0,https://www.washingtonpost.com/news/worldviews/wp/2018/01/26/dutch-media-reveal-country-to-be-secret-u-s-ally-in-war-against-russian-hackers/?utm_term=.e3b1bd96c5a3,0
10.42.0.1-10.42.0.42-53-47871-17,School,Public,9/19/2021,Male,18,Mobile,No,Town,Wifi,4G,1,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214/09ddea7cc4b1cf8155b723b85a8cbe30/,1
172.217.12.163-10.42.0.211-80-56357-6,School,Public,9/21/2021,Female,11,Mobile,No,Rural,Mobile Data,3G,0,energia-gyogyaszat.hu/wp-content/plugins/azigen/Onlinechas/chaseonlne/online/login.php,0
172.217.12.193-10.42.0.151-443-44620-17,University,Public,9/24/2021,Male,27,Mobile,Yes,Rural,Mobile Data,4G,1,spreadabundance.com/uploads/remax/index.htm,1
175.100.207.206-10.42.0.211-80-35487-6,College,Public,9/25/2021,Male,18,Mobile,Yes,Rural,Mobile Data,4G,0,docs.google.com/spreadsheet/viewform?formkey=dEZzblVwcDBVZWNMaWdCMUt4clprd2c6MQ,0
10.42.0.211-10.42.0.1-17648-53-17,University,Public,9/26/2021,Female,23,Mobile,No,Town,Mobile Data,4G,1,https://info.lookout.com/rs/051-ESQ-475/images/lookout-stealth-mango-srr-us.pdf,1
203.205.158.63-10.42.0.211-80-58573-6,University,Private,9/27/2021,Male,23,Computer,Yes,Town,Wifi,4G,0,https://www.mccaskill.senate.gov/media-center/news-releases/mccaskill-statement-on-report-of-attempted-russian-hacking,0
172.217.11.46-10.42.0.151-443-35604-6,School,Private,9/28/2021,Male,11,Mobile,No,Town,Mobile Data,3G,0,https://www.wsj.com/articles/marriott-says-hackers-swiped-millions-of-passport-numbers-11546605000,0
220.243.235.201-10.42.0.42-80-52599-6,School,Public,10-01-21,Male,11,Mobile,No,Town,Wifi,4G,0,https://www.washingtonpost.com/world/national-security/russian-spies-hacked-the-olympics-and-tried-to-make-it-look-like-north-korea-did-it-us-officials-say/2018/02/24/44b5468e-18f2-11e8-92c9-376b4fe57ff7_story.html,0
172.217.10.227-10.42.0.42-80-44282-6,College,Private,10-03-21,Female,18,Mobile,No,Town,Wifi,4G,0,https://www.reuters.com/article/us-china-usa-cyber/china-based-campaign-breached-satellite-defense-companies-symantec-idUSKBN1JF2X0,0
10.42.0.211-104.192.110.245-57641-443-6,University,Private,10-04-21,Female,18,Mobile,Yes,Town,Mobile Data,3G,0,passivemobilemoneymachine.com/Paypal_Virefication/8ae53931c14e905bb8ee62e4f321f242/webscr.php?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,0
10.42.0.211-10.42.0.1-50516-53-17,University,Public,10-05-21,Female,18,Mobile,No,Town,Wifi,4G,1,https://www.bbc.com/news/technology-43738953,1
172.217.11.33-10.42.0.151-443-33645-6,School,Private,10-08-21,Male,11,Mobile,No,Town,Wifi,4G,1,www.greattrailrunsinutah.com/s/www.paypal.it_service-security_confermation/it/Processing1.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43657bb4d8e58feeb4bd35122e2d3cb6916d7bb4d8e58feeb4bd35122e2d3cb6916d,1
184.50.111.246-10.42.0.151-443-53505-6,School,Private,10-09-21,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://www.cyberscoop.com/new-hacking-campaign-targets-north-korean-defectors-in-south-korea/,0
10.42.0.151-52.84.29.154-34146-443-6,School,Private,10-10-21,Male,11,Mobile,No,Town,Mobile Data,3G,0,'www.google.ad/url?sa=f&rct=j&url=https:/www.paypal.com.ar/ar/cgi-bin/webscr\%3Fcmd\%3D_home&q=paypal+argentina&ei=KnwMUJPvJebB0QWg_9TSCg&usg=AFQjCNGS_At_KxJucgoGBbHISLuHcNez_Q',0
10.42.0.211-104.88.106.21-36787-80-6,School,Private,10-11-21,Male,11,Mobile,No,Town,Mobile Data,3G,0,https://www.rferl.org/a/ukraine-cyberattack-thwarted/29638290.html,0
172.217.9.238-10.42.0.151-443-52854-6,University,Private,10-12-21,Male,23,Mobile,No,Rural,Mobile Data,4G,1,https://blog.talosintelligence.com/2018/01/korea-in-crosshairs.html,1
10.42.0.211-10.42.0.1-39808-53-17,University,Private,10/15/2021,Female,18,Mobile,Yes,Rural,Mobile Data,3G,1,https://www.reuters.com/article/us-germany-cyber-russia/german-intelligence-sees-russia-behind-hack-of-energy-firms-media-report-idUSKBN1JG2X2,1
172.217.11.34-10.42.0.211-443-43916-6,School,Private,10/16/2021,Male,11,Mobile,No,Town,Wifi,4G,1,paypal-update-information001.currentrealestatetrends.com/webscr_cmd_home&country_lang.x=true/webscr_cmd_home/,1
216.58.219.234-10.42.0.42-443-47241-6,School,Public,10/17/2021,Female,11,Mobile,No,Town,Wifi,4G,1,https://securelist.com/luckymouse-hits-national-data-center/86083/,1
10.42.0.211-31.13.71.7-49079-443-6,University,Public,10/19/2021,Male,27,Computer,Yes,Town,Wifi,4G,1,https://blog.talosintelligence.com/2018/05/VPNFilter.html,1
151.101.1.140-10.42.0.42-80-36385-6,School,Private,10/22/2021,Male,11,Mobile,No,Town,Mobile Data,3G,0,0xff.com.br/templates/beez/remax/REMAXX.htm,0
172.217.3.106-10.42.0.151-443-53083-6,College,Private,10/23/2021,Female,18,Mobile,No,Rural,Wifi,4G,1,http://fortune.com/2019/02/18/australia-parliament-hack/,1
10.42.0.42-66.198.178.91-57417-443-6,University,Public,10/24/2021,Female,23,Mobile,No,Rural,Wifi,4G,0,https://twitter.com/RidT/status/969585432567611393,0
10.42.0.211-104.254.66.16-44444-80-6,School,Private,10/25/2021,Female,18,Mobile,No,Town,Wifi,4G,0,paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.aromasdosul.com/54855458214,0
10.42.0.151-14.204.144.143-39503-80-6,University,Private,10/26/2021,Male,23,Computer,Yes,Town,Wifi,4G,0,https://www.cyberscoop.com/microsoft-reveals-first-known-russian-hacking-attempt-aimed-2018-midterms/,0
172.217.12.170-10.42.0.151-443-44491-6,University,Public,10/29/2021,Female,18,Mobile,No,Town,Wifi,4G,1,https://www.cyberscoop.com/chinese-russian-hacking-groups-spy-south-korea-amid-u-s-north-korea-peace-talks/,1
172.217.10.78-10.42.0.151-443-57693-6,University,Public,10/30/2021,Male,23,Mobile,No,Rural,Mobile Data,4G,0,https://home.treasury.gov/news/press-releases/sm0332,0
184.29.173.155-10.42.0.211-80-59505-6,University,Private,10/31/2021,Male,23,Computer,Yes,Rural,Mobile Data,3G,1,https://www.securityweek.com/rancor-cyber-espionage-group-uncovered,1
172.217.10.74-10.42.0.211-443-33776-6,School,Private,11-01-21,Male,9,Mobile,No,Town,Mobile Data,4G,0,gwj194.internetdsl.tpnet.pl:84/eBayISAPI.dll.htm?co_partnerId=2&siteid=0&UsingSSL=1,0
172.217.10.10-10.42.0.151-443-52357-6,School,Private,11-02-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,https://www.straitstimes.com/politics/parliament-singhealth-attack-due-to-apt-group-typically-linked-to-foreign-governments-says,1
180.149.138.210-10.42.0.42-80-58498-6,University,Private,11-05-21,Male,23,Mobile,Yes,Town,Mobile Data,4G,0,https://www.independent.co.uk/life-style/gadgets-and-tech/news/trump-us-north-korea-summit-kim-jong-un-hackers-china-russia-a8384586.html,0
10.42.0.211-52.84.143.74-51243-80-6,University,Private,11-06-21,Male,23,Computer,Yes,Town,Wifi,4G,1,paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code100/security/login.php,1
172.217.12.195-10.42.0.151-443-50038-6,School,Private,11-07-21,Female,10,Mobile,No,Town,Mobile Data,3G,1,https://securityaffairs.co/wordpress/80450/apt/iran-apt39-cyberespionage.html,1
10.42.0.211-64.71.142.124-43104-443-6,University,Private,11-09-21,Female,23,Mobile,No,Rural,Wifi,4G,0,bosungcanada.com/bbs/table/board_0/upload/co-operativeinvestments.co.uk.htm,0
10.42.0.151-10.42.0.1-63000-53-17,University,Private,11-12-21,Male,27,Mobile,No,Town,Wifi,4G,1,hotelkutno.blo.pl/out.php?url=www.free.items.blo.pl&amp;alias_id=33567714,1
10.42.0.211-23.45.196.130-59824-443-6,School,Public,11/13/2021,Male,11,Mobile,No,Rural,Mobile Data,3G,0,wedontpaintmurals.com/paypal-confirm/,0
203.205.158.56-10.42.0.211-80-59413-6,College,Private,11/14/2021,Female,18,Mobile,No,Rural,Wifi,4G,0,hotelkutno.blo.pl/out.php?url=www.free-itemki.blo.pl&amp;alias_id=33567717,0
10.42.0.151-10.42.0.1-5128-53-17,School,Public,11/15/2021,Male,11,Mobile,No,Town,Wifi,4G,1,https://www.welivesecurity.com/2018/08/22/turla-unique-outlook-backdoor/,1
10.42.0.211-64.71.142.110-60198-443-6,University,Private,11/16/2021,Male,23,Mobile,Yes,Town,Wifi,3G,1,https://www.zdnet.com/article/us-charges-two-chinese-nationals-for-hacking-cloud-providers-nasa-the-us-navy/,1
169.47.42.215-10.42.0.211-443-41852-6,School,Public,11/19/2021,Male,18,Mobile,No,Town,Wifi,4G,0,passivemobilemoneymachine.com/Paypal_Virefication/17cedd085cca8ef8f2cb936474cc03b7/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,0
172.217.11.46-10.42.0.151-443-39498-6,University,Private,11/20/2021,Male,23,Computer,Yes,Town,Wifi,4G,1,paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code8/security/login.php,1
151.101.1.140-10.42.0.211-443-44559-6,University,Private,11/21/2021,Male,27,Computer,Yes,Town,Wifi,4G,0,https://www.fireeye.com/blog/threat-research/2018/09/apt10-targeting-japanese-corporations-using-updated-ttps.html,0
172.217.10.238-10.42.0.211-443-37167-6,School,Private,11/22/2021,Male,11,Mobile,Yes,Town,Mobile Data,3G,1,hassanalsheikh.com/wp-content/wppa-depot/admin/www.paypal.com/restore.php,1
10.42.0.151-50.17.232.169-37598-443-6,University,Private,11/26/2021,Male,23,Computer,Yes,Town,Wifi,4G,0,https://arstechnica.com/information-technology/2018/05/researchers-link-a-decade-of-potent-hacks-to-chinese-intelligence-group/,0
172.217.12.174-10.42.0.151-443-51724-6,School,Private,11/27/2021,Female,9,Mobile,No,Town,Wifi,4G,1,hassanalsheikh.com/wp-content/wppa-depot/admin/www.paypal.com/authwebscr.htm,1
10.42.0.211-121.12.98.64-40872-80-6,University,Private,11/28/2021,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://www.nbcnews.com/tech/security/north-korean-malware-dubbed-hidden-cobra-swindled-millions-atms-n916216,0
10.42.0.211-23.208.106.113-49708-443-6,School,Private,11/29/2021,Female,11,Mobile,No,Town,Mobile Data,4G,0,54661paypal97844.teas111.com/Ub3gY3XbNt.php?R72SxAKSw2EimQtn1kxO4XyYXDRUlvqlN35inBMTtCvB2ZRARzs1GOd0AsLqWvVZ25TAwxRP2ASH9lqH2He1iSoblcFdNf1VgDyh,0
172.217.3.97-10.42.0.42-443-40598-6,School,Public,11/30/2021,Female,10,Mobile,No,Rural,Mobile Data,3G,0,shylands.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,0
180.149.134.221-10.42.0.151-80-45154-6,University,Private,12-03-21,Male,23,Computer,Yes,Town,Wifi,3G,0,https://www.nytimes.com/2018/06/08/us/politics/china-hack-navy-contractor-.html,0
202.77.129.161-10.42.0.151-80-34125-6,School,Private,12-04-21,Female,9,Mobile,No,Town,Mobile Data,4G,0,34975paypal42002.teas111.com/K8f4IT2uDg.php?vTES36Ae4oNIEG619pLGX5dqdHBXNSQE8RN3VkWJAdSCV6HM87oWwg5ttD1ZORDJc7WIefZ2xW01uINe83t55lIMxEgJOmT29pqU,0
10.42.0.211-10.42.0.1-54397-53-17,College,Private,12-05-21,Female,18,Mobile,No,Town,Wifi,4G,1,https://www.cnn.com/2018/12/19/politics/european-union-hack-intl/index.html,1
10.42.0.151-14.204.144.144-33144-80-6,School,Private,12-06-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,'justoneofthosethings.co.uk/bahi\%20paypal/secure-code4/security/login.php',1
172.217.12.193-10.42.0.42-443-50794-6,College,Public,12-07-21,Female,18,Mobile,No,Rural,Mobile Data,4G,0,https://www.rfa.org/english/news/cambodia/hacked-07192018173610.html,0
10.42.0.211-10.42.0.1-9779-53-17,School,Public,12-10-21,Female,11,Mobile,No,Rural,Mobile Data,3G,0,https://www.justice.gov/opa/pr/us-charges-russian-gru-officers-international-hacking-and-related-influence-and,0
172.217.10.238-10.42.0.211-443-51662-6,School,Public,12-11-21,Female,9,Mobile,No,Town,Mobile Data,4G,0,praic.com/old_aol.1.3/?Login=&amp;Lis=10&amp;LigertID=1993745&amp;us=1,0
10.42.0.211-123.125.115.190-56889-80-6,School,Private,12-12-21,Female,11,Mobile,No,Town,Mobile Data,3G,1,https://www.abc.net.au/news/2018-11-02/austal-ship-cyber-attack-and-extortion-attempt-national-security/10458982,1
10.42.0.211-10.42.0.1-23546-53-17,University,Private,12/13/2021,Female,23,Computer,Yes,Rural,Wifi,4G,1,https://www.wsj.com/articles/russian-hackers-reach-u-s-utility-control-rooms-homeland-security-officials-say-1532388110,1
172.217.10.78-10.42.0.151-443-49821-6,College,Private,12/14/2021,Female,18,Mobile,No,Town,Wifi,4G,1,wooperformance.com/components/com_mailto/page_data.capitec.data/,1
